,venueID,category,nearby_same_category,total_nearby
69766,24481,Restaurant,11,71
69774,23192,Restaurant,18,95
69789,11617,Shopping Mall,2,352
69791,13972,Department Store,6,350
69793,30610,Cosmetics Store,3,353
69794,20523,Restaurant,108,356
69815,34086,Moving Target,2,155
69818,29471,Fashion Retail,7,213
69819,21015,Fashion Retail,7,149
69824,21425,Scenic Lookout,1,150
69863,19584,Restaurant,98,339
69866,6280,Park,3,66
69917,23191,Fashion Retail,7,163
69918,28469,Retail,0,165
69920,24279,Food and Beverage Retail,4,155
69922,13146,Record Store,0,165
69947,17756,Fashion Retail,7,148
69992,6887,Toy Store,0,275
69996,20118,"Cafe, Coffee, and Tea House",1,95
70000,12607,Restaurant,71,276
70006,32581,Structure,4,142
70018,21798,Bridge,0,243
70027,28086,Education,138,6011
70031,17534,Restaurant,72,279
70044,11995,Financial Service,21,1111
70045,8528,Gym and Studio,12,498
70047,20319,Arts and Crafts Store,0,409
70049,12378,Pharmacy,7,407
70052,16306,Cafeteria,0,634
70053,4439,"Cafe, Coffee, and Tea House",24,592
70057,17164,Health and Beauty Service,166,5211
70058,32698,Food and Beverage Retail,105,5473
70060,36957,General Entertainment,3,507
70070,17862,Performing Arts Venue,2,409
70076,9186,Pharmacy,7,389
70086,2656,Bar,52,541
70106,25974,Food Truck,6,423
70107,24317,Physician,30,4785
70112,11310,Pharmacy,6,384
70115,6151,Food and Beverage Retail,10,410
70121,31745,Event Space,2,545
70127,34563,Hospital,2,61
70130,19177,Restaurant,133,515
70132,15652,Laundry Service,1,516
70144,3483,Restaurant,87,361
70145,15637,Food and Beverage Retail,15,372
70147,2076,Park,14,573
70152,5640,Bar,636,5378
70162,8382,"Cafe, Coffee, and Tea House",15,409
70166,3168,Restaurant,390,1322
70167,34591,Restaurant,53,213
70177,14001,Restaurant,142,549
70181,9269,Winery,0,419
70186,35487,Bar,60,585
70190,18148,Financial Service,66,5551
70192,35821,Park,8,346
70197,4060,Bar,25,368
70214,5405,Bar,30,391
70216,9184,Cosmetics Store,2,419
70219,35860,Miscellaneous Store,1,625
70237,24876,Dentist,21,5901
70246,22747,Financial Service,15,1183
70259,10433,General Travel,3,1264
70300,11586,Structure,16,606
70307,11556,Restaurant,158,589
70326,13851,Medical Center,11,4533
70332,20706,States and Municipalities,4,802
70335,5660,Bakery,40,4232
70336,35540,Structure,138,5419
70339,22051,Restaurant,1507,4788
70341,13552,Bridge,2,729
70342,18640,Fuel Station,5,219
70343,36286,Moving Target,1,73
70350,3372,Restaurant,1508,5204
70353,35571,Fuel Station,4,472
70363,8221,"Cafe, Coffee, and Tea House",124,2304
70367,6126,Factory,0,1074
70368,18946,Distillery,0,1088
70378,33765,States and Municipalities,16,5325
70379,18693,Other Great Outdoors,33,4631
70381,3217,Restaurant,1255,3993
70384,1953,Gift Store,17,5308
70402,15451,Education,27,368
70403,24590,States and Municipalities,10,868
70417,36999,States and Municipalities,22,6386
70419,21854,States and Municipalities,21,6140
70424,21877,Restaurant,1376,4309
70426,8613,Restaurant,1569,5293
70427,29208,Food Truck,5,242
70434,9657,Bridge,6,532
70436,12301,Juice Bar,0,1014
70438,34337,Park,6,248
70439,28686,Education,89,1081
70442,33713,Bar,56,443
70443,12739,Basketball,1,655
70445,18601,Cosmetics Store,5,600
70452,37082,Education,28,414
70454,15369,Restaurant,276,1052
70462,5177,Gym and Studio,9,440
70486,1758,Bar,76,709
70487,28161,Restaurant,144,573
70492,33773,Baseball,2,383
70497,16257,Parking,4,441
70502,3845,Bar,44,998
70531,35889,Field,0,12
70540,29362,Bar,2,121
70541,14141,Structure,1,96
70544,33810,Strip Club,0,121
70547,22982,Other Great Outdoors,4,225
70548,30011,Art Gallery,4,206
70552,24336,Restaurant,65,256
70555,34852,Factory,1,198
70559,3628,Restaurant,24,107
70563,35289,Office,0,121
70569,28824,Physician,8,148
70573,25344,Historic and Protected Site,0,152
70574,22691,Automotive Shop,1,288
70587,13165,Snack Place,0,159
70589,14028,Restaurant,18,92
70598,14248,Restaurant,13,97
70606,29746,Business and Professional Services,1,244
70633,17522,Food and Beverage Retail,11,215
70635,23434,Office,1,285
70636,27377,Food and Beverage Retail,10,196
70637,13877,Restaurant,1191,3807
70638,22497,Convenience Store,0,80
70648,27384,Pet Supplies Store,0,74
70655,16391,Structure,140,5323
70656,24691,Performing Arts Venue,214,5401
70678,16073,Strip Club,0,98
70679,26088,Structure,2,46
70682,28822,General Travel,0,135
70684,1641,Park,5,89
70685,27519,Sculpture Garden,0,81
70687,12940,Automotive Shop,4,92
70697,28667,Performing Arts Venue,0,144
70699,26472,Bar,6,150
70705,31376,Restaurant,29,148
70707,31954,Education,14,167
70711,14875,Park,2,104
70716,34484,Structure,7,114
70719,22897,Health and Beauty Service,2,100
70723,28970,Comedy Club,0,189
70727,33680,Other Nightlife,0,169
70731,6238,Restaurant,18,91
70732,26435,States and Municipalities,1,119
70738,34256,Restaurant,19,123
70744,13964,Restaurant,15,56
70748,13159,General Travel,3,228
70781,30622,Hiking Trail,0,184
70783,33057,Strip Club,0,176
70788,32467,Campground,0,96
70792,23370,Furniture and Home Store,5,173
70794,22661,Restaurant,48,198
70795,14027,Restaurant,60,272
70817,30600,Beach,0,1037
70824,36458,General Entertainment,0,121
70830,32757,Restaurant,1593,5457
70847,27504,Shopping Mall,0,79
70850,13308,Restaurant,15,92
70860,31674,General Travel,3,78
70874,24169,Miscellaneous Store,5,268
70877,20566,Fuel Station,8,107
70880,18928,Bookstore,16,5689
70890,31203,Rest Area,0,21
70898,30771,Structure,0,193
70913,30842,Department Store,1,254
70916,30022,Harbor or Marina,0,31
70919,19328,"Cafe, Coffee, and Tea House",182,3850
70930,33683,States and Municipalities,12,1460
70945,22132,Lake,0,103
70958,33995,Structure,62,3291
70971,24077,Food and Beverage Retail,13,349
70972,32047,Education,3,348
70973,20015,Education,3,340
70984,16434,Pharmacy,37,2279
70998,19743,Structure,5,365
70999,31851,Restaurant,113,367
71014,20011,Restaurant,109,345
71017,13971,Food and Beverage Retail,42,649
71026,9597,Financial Service,39,3179
71031,34866,Laundry Service,9,1511
71037,30483,Other Great Outdoors,29,4316
71041,3472,Bar,233,2575
71043,2438,General Travel,12,2339
71049,14137,Food and Beverage Retail,75,1770
71056,24572,Restaurant,1549,5279
71076,4204,States and Municipalities,7,2288
71090,20867,Library,4,2011
71094,33533,Field,0,307
71095,16881,Zoo,13,281
71098,12344,Restaurant,55,305
71123,27555,Restaurant,120,557
71124,13669,Restaurant,124,568
71125,26907,Restaurant,120,555
71126,26297,Restaurant,120,553
71127,30256,Arcade,0,555
71128,19742,Laundry Service,7,553
71129,31785,Movie Theater,4,553
71131,12903,Food and Beverage Retail,22,560
71133,26596,Health and Beauty Service,11,600
71143,12349,Breakfast Spot,1,583
71149,13323,Fashion Retail,5,220
71153,28020,Restaurant,120,552
71158,9900,Government Building,14,569
71179,5767,Restaurant,1711,5525
71205,37152,Education,35,550
71207,29323,Convenience Store,0,572
71209,9961,Computers and Electronics Retail,2,579
71210,32349,Other Great Outdoors,5,363
71212,13608,Dessert Shop,25,1205
71221,9893,Pharmacy,11,573
71229,6731,Office Supply Store,2,1194
71234,22072,Pharmacy,19,1749
71237,24685,"Cafe, Coffee, and Tea House",12,523
71238,27136,"Cafe, Coffee, and Tea House",12,259
71239,8546,Miscellaneous Store,3,255
71241,20771,Food and Beverage Retail,24,522
71252,8982,Restaurant,120,556
71255,32207,Department Store,6,604
71270,25445,States and Municipalities,4,165
71279,17636,Department Store,6,555
71280,543,Restaurant,1558,5393
71286,32588,Other Great Outdoors,6,570
71295,33387,States and Municipalities,7,490
71313,33697,Plaza,1,210
71329,19682,Plaza,2,272
71351,35667,Harbor or Marina,0,167
71352,25301,Restaurant,1806,5820
71383,6278,Fashion Retail,261,6360
71393,27435,Restaurant,122,575
71417,37639,Performing Arts Venue,21,1212
71453,27308,Bar,29,689
71471,29062,Restaurant,125,587
71476,16055,Pharmacy,63,5816
71499,895,Arcade,9,3730
71506,23077,Fashion Retail,20,1082
71508,9072,Food and Beverage Retail,24,576
71532,12251,Dessert Shop,15,859
71534,17356,Convenience Store,1,407
71549,1250,Restaurant,1677,5539
71556,4803,Restaurant,1243,3965
71576,9901,Financial Service,64,5278
71577,21779,Pet Supplies Store,11,5290
71579,20432,Pharmacy,2,149
71595,2388,Arts and Crafts Store,8,4389
71596,26290,Pharmacy,34,3824
71599,6250,Strip Club,3,521
71648,13944,Juice Bar,12,5648
71739,31940,Pharmacy,11,576
71751,23632,Food and Beverage Retail,19,239
71762,1439,Bar,92,1097
71776,16644,Plaza,9,1087
71805,15919,Fashion Retail,22,1070
71850,8916,Fashion Retail,235,5167
71853,35848,General Entertainment,0,38
71855,23407,Harbor or Marina,1,40
71856,438,Restaurant,1634,5241
71860,30377,Park,7,272
71862,16279,Performing Arts Venue,119,5051
71863,25204,Education,0,30
71865,15201,Food and Beverage Retail,3,28
71866,15190,Pharmacy,2,31
71867,12073,Breakfast Spot,0,62
71872,33382,Structure,1,197
71875,30853,Fashion Retail,2,208
71878,8500,Park,89,5094
71879,20203,Automotive Shop,3,168
71885,11416,Gym and Studio,119,4976
71891,18765,Arcade,0,18
71892,20711,Park,0,53
71894,34101,General Entertainment,50,5021
71901,21140,Park,65,1565
71902,16942,Restaurant,11,72
71903,10895,Restaurant,739,2557
71916,31085,Restaurant,770,2623
71917,9959,Restaurant,756,2615
71921,20651,Spiritual Center,1,93
71925,2710,Dessert Shop,2,61
71944,17944,Dessert Shop,2,107
71957,16372,Restaurant,897,3008
71958,21975,Restaurant,692,2432
71968,26406,Restaurant,763,2608
71980,6106,Bakery,37,2695
71988,19954,Restaurant,68,255
71989,22349,Government Building,6,256
71992,12513,Financial Service,11,258
71993,18981,Pharmacy,3,255
71996,16615,Structure,4,259
71998,13803,Restaurant,67,261
71999,5067,Restaurant,1421,4839
72002,32820,Other Great Outdoors,3,259
72003,246,Restaurant,1897,6030
72007,32067,Food and Beverage Retail,10,258
72008,27889,Furniture and Home Store,2,251
72009,29051,Miscellaneous Store,4,240
72012,27585,Breakfast Spot,0,256
72014,5233,Sporting Goods Retail,2,616
72015,10882,Restaurant,1420,4846
72017,20621,Computers and Electronics Retail,3,255
72031,21609,Restaurant,66,250
72032,33524,General Travel,4,78
72040,10828,Restaurant,1395,4776
72051,16715,Food Truck,1,255
72055,11982,Cosmetics Store,45,4571
72064,18311,General Travel,3,394
72071,29814,Business and Professional Services,2,262
72100,10917,Education,5,256
72102,12828,Scenic Lookout,10,684
72106,3727,Breakfast Spot,12,4866
72108,26985,Financial Service,90,4761
72128,24962,Other Nightlife,0,320
72132,25132,Education,13,479
72135,22119,Plaza,1,295
72150,28461,Business and Professional Services,2,294
72152,30209,"Cafe, Coffee, and Tea House",252,5546
72157,3532,Restaurant,1407,4814
72165,22164,Restaurant,1406,4812
72166,26591,States and Municipalities,2,59
72168,21492,Restaurant,28,126
72173,34191,General Travel,4,299
72183,6703,Food and Beverage Retail,86,4707
72196,13980,Financial Service,90,4785
72211,14613,Park,17,636
72231,31221,Other Nightlife,1,482
72237,23469,Pharmacy,71,5165
72248,12861,Food and Beverage Retail,9,245
72257,23758,Sculpture Garden,11,4818
72263,29813,Baseball,0,318
72289,18166,Government Building,6,250
72311,2960,"Cafe, Coffee, and Tea House",234,4881
72312,635,Breakfast Spot,12,4876
72337,31722,Computers and Electronics Retail,4,260
72343,13681,Restaurant,56,265
72345,17145,Restaurant,130,490
72357,12854,Education,72,2336
72363,6665,Art Gallery,12,1086
72365,32898,Structure,129,6719
72366,17826,Other Great Outdoors,17,741
72379,31962,Garden,4,681
72387,6838,Boutique,45,4438
72389,29686,Fashion Retail,231,5175
72395,10837,"Cafe, Coffee, and Tea House",35,766
72402,23704,Dessert Shop,7,840
72403,27348,Restaurant,310,1072
72407,17104,Health and Beauty Service,18,764
72415,1557,Restaurant,287,1005
72422,13969,Performing Arts Venue,2,398
72427,30569,Scenic Lookout,5,750
72434,21273,Event Space,18,4260
72458,8170,Gym and Studio,28,1154
72489,8760,General Entertainment,68,4019
72490,28771,Historic and Protected Site,4,2853
72491,35775,Historic and Protected Site,4,3152
72500,4749,Restaurant,1871,6272
72503,4796,Restaurant,1877,6105
72513,27731,Restaurant,2081,6723
72522,3432,Restaurant,226,877
72532,33062,Restaurant,143,711
72543,24210,Government Building,18,737
72544,25397,Physician,36,6501
72548,37260,Performing Arts Venue,204,4948
72549,3892,Gym and Studio,154,6546
72562,6727,Miscellaneous Store,5,941
72563,140,Bar,353,4397
72573,16422,Restaurant,1687,5625
72574,16418,Government Building,16,716
72575,33548,Restaurant,1711,5679
72576,7344,Government Building,21,1152
72583,12211,Restaurant,946,3234
72592,7249,Food and Beverage Retail,38,969
72659,3112,General Entertainment,0,153
72660,26676,Health and Beauty Service,13,284
72661,8430,Hardware Store,0,213
72662,26071,Breakfast Spot,0,278
72666,24636,Dentist,1,214
72675,23418,Gym and Studio,2,280
72676,29258,Gym and Studio,3,273
72677,31181,Physician,9,279
72679,23857,Financial Service,5,215
72681,14500,Food and Beverage Retail,10,284
72682,27061,Fuel Station,2,302
72687,23537,Physician,5,268
72690,18828,Financial Service,5,210
72704,24618,Structure,1,201
72705,9000,Restaurant,58,206
72707,5387,Restaurant,73,282
72709,36717,Restaurant,46,157
72720,36845,Moving Target,2,268
72729,26390,Dessert Shop,2,181
72739,14253,Health and Beauty Service,14,320
72741,27228,Physician,11,297
72742,20732,"Cafe, Coffee, and Tea House",9,307
72743,28042,Laundry Service,5,267
72744,22165,Pharmacy,11,271
72750,19905,Office Supply Store,0,303
72751,37618,Physician,6,266
72754,29012,Business and Professional Services,1,155
72756,34333,Moving Target,1,87
72764,17094,Park,6,272
72769,24791,Education,72,3469
72795,1971,Restaurant,991,3226
72796,5026,Bar,104,889
72799,2867,Restaurant,1092,3851
72802,28140,Dentist,18,4527
72850,2647,Food and Beverage Retail,93,5038
72853,5998,Food and Beverage Retail,79,4860
72854,6572,Pharmacy,67,4886
72855,17941,Gym and Studio,53,2189
72861,37633,Event Space,66,5579
72862,30714,Park,29,3070
72864,227,Restaurant,1738,5580
72877,25345,Harbor or Marina,3,93
72878,1903,Restaurant,46,161
72880,31724,Miscellaneous Store,22,4861
72895,33687,Bakery,51,6014
72897,3287,Food and Beverage Retail,85,4832
72911,33895,Bar,434,5211
72921,17662,Park,51,3471
72924,5740,Restaurant,1502,5170
72927,18476,Boutique,49,4855
72940,22046,Dentist,20,5486
72941,4987,Bookstore,19,5814
72944,3644,Restaurant,1539,4894
72955,15152,Beach,4,4205
72960,5198,Pharmacy,30,1405
72971,33662,Performing Arts Venue,214,5479
72977,9562,Food and Beverage Retail,66,4175
72980,13694,Education,168,5811
72981,3107,Restaurant,1845,6087
72982,16871,Restaurant,20,79
72985,36144,Restaurant,54,209
72986,7532,Bar,12,211
72989,30420,Financial Service,26,1786
72990,7904,Cosmetics Store,20,2211
72992,23545,Restaurant,33,159
72997,14780,Bar,13,176
73000,18502,Restaurant,36,147
73009,35972,Bar,13,176
73011,16724,Dentist,3,222
73013,32958,Restaurant,26,97
73015,14863,Restaurant,33,161
73016,13423,Pharmacy,1,90
73019,13063,Restaurant,21,89
73020,35692,Bar,8,124
73021,13295,Bar,3,93
73029,2199,Bar,70,696
73034,18754,Bar,9,128
73035,34072,Health and Beauty Service,4,178
73038,14640,Dessert Shop,3,162
73040,21096,Other Nightlife,1,226
73049,12324,Restaurant,25,95
73059,10463,Pharmacy,25,2227
73066,1150,Restaurant,710,2567
73067,12729,Bar,9,282
73073,8061,Restaurant,1604,5567
73074,7794,Restaurant,1673,5835
73075,5810,Gym and Studio,15,700
73076,6505,Bar,54,544
73085,26330,Restaurant,7,32
73102,7414,Restaurant,1661,5737
73105,1925,Restaurant,75,264
73109,30937,Restaurant,1250,4012
73117,35126,Bar,656,6662
73122,8334,"Cafe, Coffee, and Tea House",9,272
73131,17086,Restaurant,140,552
73141,12212,Convenience Store,2,956
73142,26904,Restaurant,132,522
73144,18622,Restaurant,111,430
73145,19006,Toy Store,0,561
73150,14389,Restaurant,1702,5642
73154,28274,Restaurant,1624,5642
73169,4444,Restaurant,1619,5634
73170,34825,Other Great Outdoors,3,292
73173,25223,Laundry Service,5,465
73218,24349,Fashion Retail,169,4084
73219,34737,Hobby Store,3,6302
73228,23482,Laundry Service,14,3983
73231,21066,Education,88,3344
73242,2768,Restaurant,2008,6611
73268,16519,Dessert Shop,8,564
73283,13107,Health and Beauty Service,178,5547
73309,6797,Bar,544,4917
73311,6678,Fashion Retail,303,6474
73312,19974,Financial Service,95,4837
73314,32032,Rest Area,0,112
73315,28282,Restaurant,40,161
73317,18053,Dentist,20,4783
73319,13301,Structure,4,111
73320,22359,Park,2,112
73324,2687,Gym and Studio,7,679
73325,28682,Food and Beverage Retail,38,679
73326,20990,Fuel Station,2,142
73328,23310,Food and Beverage Retail,9,139
73330,32921,Automotive Service,0,143
73332,8489,Pharmacy,21,1251
73335,21517,Education,60,1300
73336,31741,Education,61,1318
73337,13565,Park,51,1418
73338,14076,Office,15,1158
73339,29400,Lake,0,90
73340,20412,Pharmacy,3,103
73341,20561,Restaurant,31,116
73345,24034,Automotive Shop,3,168
73348,37812,Food and Beverage Retail,10,145
73352,11889,Office Supply Store,0,86
73354,19708,Fashion Retail,2,79
73355,20409,Pharmacy,6,153
73356,26177,Restaurant,43,153
73358,13451,Dentist,21,4865
73366,32114,Restaurant,258,860
73367,22918,Restaurant,256,878
73370,659,Restaurant,330,1181
73372,12373,Toy Store,1,1197
73373,10835,Financial Service,15,1176
73374,6926,Bar,110,1160
73382,31816,Restaurant,28,112
73387,15871,Restaurant,41,148
73394,19467,Government Building,29,1165
73395,14295,Financial Service,17,1142
73398,34217,Structure,26,1167
73404,30521,Food and Beverage Retail,10,145
73411,30409,Landmarks and Outdoors,2,843
73414,34112,Automotive Shop,2,158
73423,35873,Scenic Lookout,5,779
73424,21231,Restaurant,283,1035
73425,31832,Juice Bar,2,1042
73426,21884,Park,16,1053
73428,18575,Restaurant,41,163
73433,3499,Bar,10,150
73435,28181,Structure,8,614
73449,3587,Restaurant,284,1050
73450,20661,Food and Beverage Retail,7,99
73454,20642,Fuel Station,3,122
73460,21892,Education,61,1351
73475,19080,States and Municipalities,4,366
73486,31710,Bar,454,5509
73491,5589,Restaurant,1433,4959
73492,493,Restaurant,1547,5343
73495,6700,Structure,6,161
73507,23137,Brewery,0,99
73508,13715,Financial Service,3,115
73522,35705,Field,1,74
73535,19996,Pharmacy,3,104
73536,27862,Restaurant,62,245
73562,30036,Miscellaneous Store,7,611
73570,6526,Restaurant,295,1070
73575,24762,Restaurant,51,212
73576,1713,Bookstore,6,1187
73577,4889,Restaurant,75,367
73578,1125,Bar,97,1176
73583,31865,Health and Beauty Service,0,70
73585,28950,Food and Beverage Retail,16,227
73586,23219,Fuel Station,2,142
73589,31051,General Entertainment,2,445
73593,35354,Food and Beverage Retail,43,993
73595,4908,Scenic Lookout,7,1731
73597,26541,Restaurant,312,1128
73599,36498,Moving Target,3,1065
73601,24003,Parking,0,111
73627,3604,Restaurant,321,1110
73659,24917,Food Truck,0,148
73672,34789,Restaurant,39,151
73719,22135,Education,60,1331
73722,34172,Convenience Store,5,198
73729,19860,Restaurant,29,114
73734,32924,Education,53,1233
73736,21484,Cosmetics Store,0,69
73737,34455,Breakfast Spot,1,69
73760,20382,Automotive Shop,0,81
73769,13983,Financial Service,99,5794
73771,36723,Dentist,22,5628
73799,32049,Flea Market,5,1358
73802,20876,Restaurant,51,221
73823,14545,Education,20,323
73827,32978,Restaurant,259,868
73829,19251,Fuel Station,7,1035
73830,2936,"Cafe, Coffee, and Tea House",39,883
73831,24428,Restaurant,39,153
73836,6545,Pharmacy,70,4712
73854,18219,Financial Service,87,4648
73894,16252,Food and Beverage Retail,37,798
73895,16329,Pharmacy,19,813
73898,7127,Education,90,871
73899,9393,Education,90,887
73900,8551,Education,90,868
73902,26248,Education,91,896
73903,8552,Education,92,897
73907,4930,Education,90,851
73910,17844,Financial Service,18,803
73911,35441,Education,90,903
73912,20773,Education,89,920
73914,35298,Government Building,16,718
73915,23849,Education,89,838
73923,6175,Education,87,813
73925,24616,"Cafe, Coffee, and Tea House",31,829
73928,7192,Education,92,858
73940,16589,Park,43,750
73942,7866,Education,88,748
73954,2947,Education,68,1617
73960,5255,Food Truck,2,306
73975,8163,Education,90,874
73990,7601,Education,87,793
73991,8559,Education,90,811
73997,14525,Spiritual Center,16,1298
73999,8710,Fashion Retail,44,1389
74004,9096,Education,90,877
74007,2846,Eyecare Store,5,5814
74014,30915,Education,90,848
74020,35110,Education,90,888
74032,32539,Restaurant,1545,5340
74041,551,Restaurant,1711,5652
74043,26296,Physician,33,4677
74045,21758,Harbor or Marina,12,4433
74060,27624,Structure,149,6257
74079,2299,Restaurant,366,1344
74080,27261,Roof Deck,1,4986
74083,16335,Department Store,13,6556
74091,31167,Harbor or Marina,0,70
74092,19680,Bar,169,2076
74106,5930,Park,8,90
74125,4342,Gym and Studio,145,5499
74133,33747,Restaurant,1514,5229
74141,29655,Health and Beauty Service,146,5550
74142,2330,Bar,518,5840
74161,14060,Donut Shop,3,353
74163,11534,Donut Shop,3,370
74164,6495,"Cafe, Coffee, and Tea House",7,271
74166,20749,Food Truck,0,265
74167,21111,Cosmetics Store,1,295
74168,22867,Restaurant,74,364
74169,16022,Financial Service,1,369
74170,22782,Restaurant,319,1141
74187,19962,Restaurant,57,238
74189,9895,Office Supply Store,2,1033
74190,7547,Food and Beverage Retail,17,359
74193,15270,Food and Beverage Retail,10,197
74194,20358,Restaurant,78,382
74201,37434,Other Nightlife,1,320
74202,13041,Restaurant,74,365
74204,30318,Structure,5,86
74206,14255,Fuel Station,7,360
74209,15631,Restaurant,73,352
74218,5871,Food and Beverage Retail,20,347
74236,22561,Restaurant,74,353
74249,10177,Food and Beverage Retail,7,223
74253,24966,Restaurant,75,367
74255,5185,Restaurant,69,303
74256,35429,Restaurant,69,300
74259,18023,Restaurant,17,70
74260,16036,Restaurant,70,301
74262,19758,Financial Service,10,305
74268,31997,Fuel Station,7,350
74270,21448,Restaurant,72,358
74279,6102,Bar,20,271
74280,35854,Bar,20,314
74285,11040,Restaurant,75,365
74288,12474,Pharmacy,11,366
74289,24865,Pharmacy,12,366
74290,13450,Food and Beverage Retail,19,386
74292,8713,Hardware Store,0,74
74299,28099,Food and Beverage Retail,18,337
74300,12628,Bar,17,344
74301,5138,Bar,13,305
74313,4961,Pool Hall,0,1127
74319,28068,"Cafe, Coffee, and Tea House",19,386
74320,15530,Structure,2,378
74324,9571,Restaurant,77,345
74344,5668,Bar,20,241
74361,9338,Computers and Electronics Retail,4,339
74373,13671,Restaurant,74,371
74378,11326,Food and Beverage Retail,29,454
74379,28383,Beach,2,39
74381,3501,Food and Beverage Retail,17,319
74384,22628,Structure,4,369
74385,32957,Restaurant,72,348
74388,4776,Financial Service,48,4593
74389,11242,Restaurant,1734,5458
74403,26377,Soccer,3,4761
74412,21928,Restaurant,1748,5513
74424,11524,Restaurant,1495,4729
74437,32968,"Cafe, Coffee, and Tea House",199,4352
74438,15149,Restaurant,1654,5164
74440,36366,Basketball,5,4272
74447,4273,Miscellaneous Store,23,4559
74471,31078,Restaurant,1637,5117
74477,8075,Fashion Retail,207,4506
74487,16468,Baseball,2,2953
74545,24064,Bar,104,1532
74548,18951,Restaurant,383,1356
74551,945,Bar,451,5205
74567,16008,Bar,15,341
74568,17260,Restaurant,353,1249
74576,36881,Restaurant,1711,5442
74589,5345,Restaurant,1403,4687
74590,20133,Restaurant,436,1606
74615,34896,Bar,104,1532
74616,23722,Restaurant,473,1835
74619,533,Restaurant,545,2036
74623,9599,Pet Supplies Store,15,2033
74628,3969,Bar,739,6660
74631,7253,Government Building,18,1829
74632,16557,Health and Beauty Service,23,1343
74633,32959,Restaurant,444,1741
74634,23601,Restaurant,482,1862
74637,1232,Restaurant,486,1867
74639,4964,Restaurant,572,2146
74641,13913,Restaurant,453,1800
74652,13228,Education,91,899
74653,23690,Restaurant,1828,5833
74664,35124,Restaurant,514,1975
74665,26549,Restaurant,500,1916
74669,35373,Bakery,46,5564
74679,21632,Health and Beauty Service,120,5120
74681,9224,Health and Beauty Service,34,1666
74685,31229,Education,37,1022
74687,28865,Park,79,1038
74691,793,Restaurant,1693,5527
74693,35498,Park,96,3951
74695,5173,Food and Beverage Retail,65,2511
74697,4316,"Cafe, Coffee, and Tea House",97,2192
74704,12526,Bar,103,1836
74708,5155,Computers and Electronics Retail,18,1563
74709,19355,Miscellaneous Store,13,2030
74711,1781,Movie Theater,0,299
74714,13258,Physician,19,2447
74715,14116,Dentist,12,5957
74720,6521,Spiritual Center,18,1072
74750,1844,Structure,42,2188
74755,23836,Restaurant,717,2498
74766,3551,Restaurant,1901,6072
74767,33816,Structure,90,6092
74771,6827,Education,166,6589
74772,10567,Restaurant,1905,6317
74774,34188,Other Great Outdoors,25,4614
74792,36207,"Cafe, Coffee, and Tea House",258,5720
74800,37356,Restaurant,1914,6165
74804,32585,Restaurant,1823,5977
74807,18469,Park,64,4385
74832,37227,Gym and Studio,79,4477
74851,1161,Bar,646,5490
74856,29333,Gym and Studio,122,4909
74870,13865,Laundry Service,12,6344
74872,33333,Office,106,5545
74875,26070,Restaurant,1758,5742
74878,14033,Fashion Retail,232,5207
74890,30797,Dentist,1,168
74892,2648,"Cafe, Coffee, and Tea House",272,5916
74897,8541,Health and Beauty Service,191,6191
74914,16043,Juice Bar,20,6353
74923,2491,"Cafe, Coffee, and Tea House",261,5795
74937,5897,Fashion Retail,209,4593
74945,2022,Dessert Shop,64,4604
74948,9492,Restaurant,1543,5133
74949,6070,Cosmetics Store,42,4687
74951,11577,Health and Beauty Service,18,865
74984,31667,Boutique,55,5494
75001,5802,Restaurant,1983,6384
75004,30018,Health and Beauty Service,192,6384
75016,6858,Restaurant,1299,4308
75017,20609,Park,7,301
75020,34479,Education,20,277
75021,26040,Financial Service,107,6180
75022,26452,Lake,0,330
75029,18451,Pharmacy,4,273
75030,22166,Food and Beverage Retail,11,308
75032,26786,Restaurant,74,290
75039,21429,Restaurant,70,260
75040,27882,Dessert Shop,75,5832
75044,14869,Department Store,2,543
75048,13956,Donut Shop,4,256
75055,16572,General Travel,3,354
75062,35057,Restaurant,56,255
75064,10190,Bar,4,89
75065,15297,Fuel Station,2,130
75081,22288,Cemetery,0,131
75085,7953,Restaurant,21,71
75086,20163,Sporting Goods Retail,0,146
75091,21711,Education,18,169
75093,20611,Fashion Retail,40,274
75094,12392,Movie Theater,0,68
75096,31604,Health and Beauty Service,3,156
75098,31723,General Travel,1,125
75108,14329,Restaurant,31,135
75110,17063,Restaurant,27,152
75111,21860,Automotive Service,0,151
75115,18012,Bagel Shop,1,151
75127,23918,Shopping Mall,3,132
75128,26347,Financial Service,2,128
75130,11641,Restaurant,39,130
75141,19240,Fuel Station,6,133
75142,25181,Convenience Store,1,162
75151,18211,Bagel Shop,0,146
75154,27273,Park,3,144
75158,10857,Pharmacy,3,154
75160,10603,Restaurant,24,90
75161,14781,Bar,5,66
75177,28671,Restaurant,31,164
75180,16179,Restaurant,57,226
75181,11718,Night Club,0,107
75190,10504,Bar,7,77
75196,33821,Juice Bar,0,125
75207,15033,Pharmacy,1,277
75218,33279,Dessert Shop,4,107
75224,19530,Restaurant,17,97
75225,20316,Miscellaneous Store,3,135
75226,11620,Miscellaneous Store,3,134
75227,13846,Miscellaneous Store,2,132
75235,23633,Pharmacy,2,101
75237,10172,Breakfast Spot,0,59
75239,31996,Health and Beauty Service,4,239
75243,14721,Donut Shop,0,128
75245,22384,Physician,8,170
75255,18000,Dessert Shop,5,182
75259,9438,Restaurant,22,64
